gameId,gameDate,homeTeam,awayTeam,homeFOW,awayFOW,homePPF,awayPPF
2025020349,2025-11-23,NYI,SEA,0.54902,0.45098,2,1
2021020373,2021-12-04,CAR,BUF,0.629032,0.370968,0,3
2022020953,2023-02-26,SEA,TOR,0.285714,0.714286,2,1
2021020194,2021-11-10,ARI,MIN,0.62069,0.37931,3,3
2020020560,2021-03-30,FLA,DET,0.489796,0.510204,4,4
2024020653,2025-04-17,LAK,CGY,0.442308,0.557692,3,2
2021020414,2021-12-10,WSH,PIT,0.40678,0.59322,2,1
2023020178,2023-11-06,DAL,BOS,0.453125,0.546875,3,4
2021020299,2021-11-24,COL,ANA,0.565217,0.434783,7,3
2024020120,2024-10-25,CHI,NSH,0.419355,0.580645,5,5
2023020434,2023-12-12,PIT,ARI,0.62069,0.37931,5,5
2021020097,2021-10-27,FLA,BOS,0.339286,0.660714,1,2
2021020459,2021-12-16,CAR,DET,0.6,0.4,1,3
2023020279,2023-11-22,CAR,EDM,0.438596,0.561404,5,4
2020020162,2021-05-12,SJS,VGK,0.5,0.5,1,4
2021021078,2022-03-31,CAR,MTL,0.65,0.35,4,3
2020030161,2021-05-16,VGK,MIN,0.621212,0.378788,3,2
2024020827,2025-02-01,BOS,NYR,0.396226,0.603774,3,3
2023020899,2024-02-22,LAK,NSH,0.563636,0.436364,3,3
2023020036,2023-10-16,NJD,FLA,0.483871,0.516129,5,4
2023020166,2023-11-04,WSH,CBJ,0.490909,0.509091,3,4
2024020519,2024-12-19,VGK,VAN,0.512821,0.487179,1,2
2021021039,2022-03-26,STL,CAR,0.413793,0.586207,5,1
2024020857,2025-02-04,SEA,DET,0.413793,0.586207,1,4
2022020352,2022-11-29,PIT,CAR,0.473684,0.526316,2,2
2020020592,2021-04-03,MTL,OTT,0.587302,0.412698,5,2
2025020034,2025-10-11,COL,DAL,0.473684,0.526316,5,2
2023020842,2024-02-15,TBL,COL,0.569444,0.430556,2,3
2024020742,2025-01-20,SEA,BUF,0.519231,0.480769,2,3
